Name,0,2,4,6,8,0a,flag,0e,race,level,hp,14,mp,18,st,1c,ma,vt,ag,lu,2e,30,Inheritence Preference,34,macca,exp,3a,ai script,ai skill 1-1,ai skill 1-2,ai skill 1-3,ai skill 1-4,ai skill 1-5,ai skill 2-1,ai skill 2-2,ai skill 2-3,ai skill 2-4,ai skill 2-5,ai skill 3-1,ai skill 3-2,ai skill 3-3,ai skill 3-4,ai skill 3-5,learn skill 1,learn skill 2,learn skill 3,learn skill 4,learn skill 5,learn skill 6,learn skill 7,learn skill 8,learn skill 9,learn skill 10,learn skill 11,learn skill 12,binary skill affinities,Inher B1,Breath Skills,Wing Skills,Eye Skills,Lunge Skills,Bite Skills,Claw Skills,Not Dante?,Weapon Skills,Inher B10,Proper Women?,Talk Skills
Yaksini (Boss),0,0,0,0,256,0,611,0,17,35,1200,1200,200,200,1,0,30,19,1,1,0,0,1: Phys,155,400,300,0,11,Attack: 100,None: 0,None: 0,None: 0,None: 0,Agilao: 100,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,,,,,,,,,,,,,0b10011011,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Thor 1 (Boss),0,0,0,0,256,0,563,0,5,35,2000,2000,3000,3000,16,0,30,19,10,10,0,0,5: Elec,411,800,700,0,13,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,,,,,,,,,,,,,0b110011011,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
Black Frost (Boss),0,0,0,0,256,0,563,0,20,70,2950,2950,2500,2500,35,0,35,18,25,35,37,310,4: Ice,155,10000,5000,6,92,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,,,,,,,,,,,,,0b10011011,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Kelpie (Boss),7,0,0,0,256,0,547,0,10,24,540,540,160,160,12,0,12,10,8,7,0,0,2: Support,187,100,200,6,0,Stun Bite: 100,None: 0,None: 0,None: 0,None: 0,Diarama: 80,Attack: 20,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,,,,,,,,,,,,,0b10111011,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Kelpie (Boss),10,0,0,0,256,0,547,0,10,24,440,440,160,160,9,0,16,8,10,7,0,0,2: Support,187,100,200,6,0,Stun Bite: 100,None: 0,None: 0,None: 0,None: 0,Diarama: 80,Attack: 20,None: 0,None: 0,None: 0,Attack: 20,Stun Bite: 80,None: 0,None: 0,None: 0,,,,,,,,,,,,,0b10111011,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Berith (Boss),10,0,0,0,256,0,547,0,12,30,1000,1000,103,103,10,0,10,16,5,1,0,0,9: Death,409,600,1000,0,117,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,,,,,,,,,,,,,0b110011001,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
Succubus (Boss),0,0,0,0,256,0,547,0,20,37,300,300,220,220,10,0,10,11,2,1,0,0,5: Elec,141,300,500,0,0,Sexy Gaze: 30,Lullaby: 70,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,,,,,,,,,,,,,0b10001101,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Troll (Boss),100,0,0,0,256,0,547,0,10,38,850,850,150,150,18,0,15,21,8,5,0,0,11: DUMMY,155,1000,100,0,0,Attack: 33,Berserk: 34,Mabufula: 33,None: 0,None: 0,Attack: 20,Berserk: 20,Mabufula: 60,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,,,,,,,,,,,,,0b10011011,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Will o' Wisp (Tutorial),0,0,0,0,256,0,675,0,23,1,10,10,30,30,4,0,5,3,1,1,0,0,9: Death,145,15,5,0,23,Deathtouch: 60,Attack: 40,None: 0,None: 0,None: 0,Sukukaja: 10,Attack: 90,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,,,,,,,,,,,,,0b10010001,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Preta (Tutorial),0,0,0,0,256,0,675,0,22,3,20,20,19,19,3,0,4,5,1,1,0,0,9: Death,219,20,9,0,24,Attack: 50,Feral Claw: 50,None: 0,None: 0,None: 0,Sukukaja: 10,Feral Claw: 60,Attack: 30,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,,,,,,,,,,,,,0b11011011,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
Bishamon 1 (Boss),0,0,0,0,256,0,114,0,5,66,4568,4568,504,504,38,0,26,20,25,20,0,0,3: Fire,2459,10000,10000,5,94,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,,,,,,,,,,,,,0b100110011011,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
Mara (Boss),100,0,0,0,256,0,50,0,19,85,2300,2300,3000,3000,30,0,40,25,14,15,97,57,65535: DUMMY,1,20000,5000,8,93,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,,,,,,,,,,,,,0b1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Bishamon 2 (Boss),100,0,0,0,256,0,114,0,5,99,20000,20000,10000,10000,40,0,40,40,40,40,0,0,3: Fire,2459,10000,10000,38,95,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,,,,,,,,,,,,,0b100110011011,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
Jikoku (Boss),100,0,0,0,256,0,98,0,5,99,20000,20000,10000,10000,40,0,40,40,40,40,0,0,6: Force,2459,10000,5000,40,97,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,,,,,,,,,,,,,0b100110011011,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
Koumoku (Boss),100,0,0,0,256,0,98,0,5,99,20000,20000,10000,10000,40,0,40,40,40,40,0,0,4: Ice,2459,10000,5000,42,99,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,,,,,,,,,,,,,0b100110011011,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
Zouchou (Boss),100,0,0,0,256,0,98,0,5,99,20000,20000,10000,10000,40,0,40,40,40,40,0,0,1: Phys,2459,10000,5000,41,101,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,,,,,,,,,,,,,0b100110011011,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
Clotho 2 (Boss),100,0,0,0,256,0,547,0,17,45,2000,2000,1000,1000,19,0,23,20,5,30,30,62,65535: DUMMY,1,1000,1000,0,54,Attack: 100,None: 0,None: 0,None: 0,None: 0,Agilao: 100,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,,,,,,,,,,,,,0b1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Lachesis 2 (Boss),0,0,0,0,256,0,547,0,17,50,2000,2000,1000,1000,19,0,23,20,4,30,0,0,65535: DUMMY,1,1000,1000,0,55,Attack: 100,None: 0,None: 0,None: 0,None: 0,Agilao: 100,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,,,,,,,,,,,,,0b1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Atropos 2 (Boss),0,0,0,0,256,0,547,0,17,55,3000,3000,1500,1500,5,0,30,20,3,30,20,14,65535: DUMMY,1,1000,3000,0,56,Attack: 100,None: 0,None: 0,None: 0,None: 0,Agilao: 100,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,,,,,,,,,,,,,0b1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Mithra (Boss),0,0,0,0,256,0,99,0,1,65,4500,4500,3000,3000,30,0,25,20,8,10,0,0,7: Magic,2203,5000,8000,14,112,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,,,,,,,,,,,,,0b100010011011,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Mada (Boss),0,0,0,0,256,0,50,0,18,82,2500,2500,747,747,25,0,32,20,31,20,0,0,1: Phys,2203,5000,8000,99,0,Attack: 20,Debilitate: 10,Intoxicate: 10,Agidyne: 20,Hades Blast: 40,36971: 40,219:40:00,Dekunda: 20,None: 0,None: 0,Debilitate: 0,Intoxicate: 40,Attack: 20,Agidyne: 20,Hades Blast: 20,,,,,,,,,,,,,0b100010011011,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Mot (Boss),100,0,0,1025,256,0,50,0,19,89,3500,3500,3000,3000,30,0,40,15,32,35,0,0,10: Ailments,2177,5000,8000,98,0,Maragidyne: 0,219:10:00,Makakaja: 60,Megidolaon: 20,Tempest: 10,219:30:00,Megidolaon: 70,None: 0,None: 0,None: 0,Dekunda: 60,Mazandyne: 10,Diarama: 10,Megidolaon: 0,Tempest: 20,,,,,,,,,,,,,0b100010000001,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Surt (Boss),100,0,0,1025,256,0,50,0,19,82,5000,5000,3000,3000,35,0,40,24,27,22,0,0,3: Fire,2459,5000,8000,103,0,Tempest: 20,Hellfire: 20,Dekunda: 15,Ragnarok: 35,Hell Thrust: 10,Berserk: 0,219: 100,Ragnarok: 0,None: 0,None: 0,Tempest: 20,Hellfire: 10,Ragnarok: 50,Hell Thrust: 10,Dekunda: 10,,,,,,,,,,,,,0b100110011011,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
Thor 2 (Boss),12,0,0,1281,256,0,563,0,5,80,8000,8000,3000,3000,38,0,30,24,15,10,0,0,5: Elec,411,5000,2000,0,119,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,,,,,,,,,,,,,0b110011011,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
Dante 1 (Boss),0,0,0,0,256,0,50,0,38,36,2400,2400,3000,3000,20,0,18,20,18,10,0,0,65535: DUMMY,1,800,900,0,139,Attack: 50,E&I: 40,Rebellion: 10,Provoke: 0,None: 0,Attack: 30,E&I: 20,Rebellion: 20,Bullet-Time: 30,Provoke: 0,None: 0,None: 0,None: 0,None: 0,None: 0,,,,,,,,,,,,,0b1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Fake Dante 2 (Boss),0,0,0,0,256,0,306,0,38,60,5000,5000,3000,3000,24,0,22,24,22,14,0,0,65535: DUMMY,1,0,200,0,124,Attack: 30,Stinger: 30,Roundtrip: 20,Whirlwind: 20,None: 0,Agilao: 100,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,,,,,,,,,,,,,0b1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Dante 2 (Boss),0,0,0,0,256,0,50,0,38,60,5000,5000,3000,3000,24,0,22,24,22,14,0,0,65535: DUMMY,1,10000,10000,0,140,Attack: 40,E&I: 40,Rebellion: 10,Bullet-Time: 10,Provoke: 0,Attack: 25,E&I: 10,Stinger: 5,Roundtrip: 30,Whirlwind: 30,Attack: 30,Showtime: 20,Rebellion: 20,Roundtrip: 15,Whirlwind: 15,,,,,,,,,,,,,0b1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Metatron (Boss),0,0,0,0,256,0,114,0,24,95,16000,16000,10000,10000,32,0,34,29,24,16,0,0,7: Magic,2461,10000,10000,0,122,Attack: 40,Mahamaon: 20,Wing Buffet: 20,Megidolaon: 10,235:10:00,Attack: 40,Megidolaon: 20,Deathbound: 20,Holy Wrath: 10,235:10:00,Attack: 20,Megidolaon: 20,Deathbound: 20,Holy Wrath: 20,235:20:00,,,,,,,,,,,,,0b100110011101,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
Beelzebub Fly (Boss),0,0,0,0,256,0,178,0,19,95,16000,16000,10000,10000,30,0,28,27,30,20,0,0,9: Death,175,10000,10000,0,123,258:30:00,Mazionga: 30,Stone Gaze: 10,259:20:00,Dekaja: 10,258:30:00,Mazionga: 20,Stone Gaze: 20,259:20:00,Dekaja: 10,258:10:00,Mazionga: 20,Stone Gaze: 10,259:50:00,Dekaja: 10,,,,,,,,,,,,,0b10101111,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Lucifer (Boss),0,0,0,0,256,0,178,0,39,99,65535,65535,65535,65535,40,0,40,40,40,40,215,0,7: Magic,2461,65535,65535,0,138,270:20:00,271:20:00,272:20:00,273:20:00,Maragidyne: 20,Agilao: 100,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,,,,,,,,,,,,,0b100110011101,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
Pale Rider (Boss),0,0,0,0,256,0,50,0,38,63,5000,5000,2000,2000,24,0,26,18,17,13,0,0,65535: DUMMY,1,3000,5000,0,131,Attack: 25,Pestilence: 25,Mabufudyne: 25,Eternal Rest: 25,None: 0,Agilao: 100,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,,,,,,,,,,,,,0b1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
White Rider (Boss),0,0,0,0,256,0,50,0,38,52,4000,4000,1500,1500,23,0,17,16,18,13,0,0,65535: DUMMY,1,3000,5000,0,125,Attack: 60,God's Bow: 20,Prominence: 20,None: 0,None: 0,Agilao: 100,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,,,,,,,,,,,,,0b1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Red Rider (Boss),0,0,0,0,256,0,50,0,38,55,4300,4300,1700,1700,23,0,21,18,15,13,0,0,65535: DUMMY,1,3000,5000,0,127,Attack: 25,Terror Blade: 25,Wind Cutter: 25,Bolt Storm: 25,None: 0,Agilao: 100,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,,,,,,,,,,,,,0b1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Black Rider (Boss),0,0,0,0,256,0,50,0,38,61,4600,4600,1800,1800,22,0,25,16,20,13,0,0,65535: DUMMY,1,3000,5000,0,129,Attack: 40,Soul Divide: 30,Glacial Blast: 30,None: 0,None: 0,Agilao: 100,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,,,,,,,,,,,,,0b1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Matador (Boss),0,0,0,0,256,0,50,0,38,30,1000,1000,500,500,12,0,9,11,19,9,0,0,65535: DUMMY,1,700,1200,0,133,Attack: 20,Andalucia: 20,Red Capote: 20,Mazanma: 20,Focus: 20,Agilao: 100,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,,,,,,,,,,,,,0b1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Hell Biker (Boss),0,0,0,0,256,0,50,0,38,42,3000,3000,1000,1000,17,0,14,14,17,10,0,0,65535: DUMMY,1,2500,2500,0,134,Attack: 20,Hell Spin: 20,Hell Exhaust: 20,Hell Burner: 20,284:20:00,Agilao: 100,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,,,,,,,,,,,,,0b1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Daisoujou (Boss),0,0,0,0,256,0,50,0,38,37,2500,2500,800,800,12,0,21,11,13,10,0,0,65535: DUMMY,1,2000,2000,0,135,Attack: 20,Mamudoon: 20,Mahamaon: 20,Preach: 20,Meditation: 20,225: 100,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,,,,,,,,,,,,,0b1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
The Harlot (Boss),0,0,0,0,256,0,50,0,38,69,5000,5000,2000,2000,23,0,24,19,19,19,0,0,65535: DUMMY,1,4000,8000,0,136,Attack: 20,Death Lust: 20,Beast Roar: 20,Dekunda: 20,Makajamon: 20,Agilao: 100,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,,,,,,,,,,,,,0b1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Trumpeter (Boss),0,0,0,0,1792,3,50,0,38,77,11000,11000,5000,5000,21,0,31,21,24,15,0,0,65535: DUMMY,1,4000,8000,0,137,Attack: 25,Megido: 25,Makakaja: 25,Dekaja: 25,None: 0,Agilao: 100,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,None: 0,,,,,,,,,,,,,0b1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Loa (Boss),0,0,0,0,256,0,34,0,20,53,414,414,225,225,16,0,22,16,12,7,152,0,9: Death,2235,404,410,6,132,Attack: 40,Debilitate: 30,Tetraja: 30,None: 0,None: 0,Mamudo: 13,Debilitate: 25,Venom Bite: 25,Stone Gaze: 25,Mamudoon: 12,Last Resort: 100,None: 0,None: 0,None: 0,None: 0,,,,,,,,,,,,,0b100010111011,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Virtue (Boss),10,0,0,1281,256,0,34,0,11,41,400,400,174,174,12,0,17,17,8,7,0,0,8: Expel,2177,268,256,102,126,Makarakarn: 70,Attack: 30,None: 0,None: 0,None: 0,Attack: 10,Mahama: 20,Thunderclap: 40,Makarakarn: 30,None: 0,Attack: 20,Mahama: 20,Thunderclap: 50,Makarakarn: 10,None: 0,,,,,,,,,,,,,0b100010000001,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Power (Boss),8,0,0,1281,256,0,34,0,11,33,320,320,126,126,16,0,8,16,7,6,0,0,8: Expel,2461,192,173,108,128,Tarukaja: 80,Attack: 20,None: 0,None: 0,None: 0,Attack: 40,Guillotine: 60,None: 0,None: 0,None: 0,Attack: 40,Hamaon: 60,None: 0,None: 0,None: 0,,,,,,,,,,,,,0b100110011101,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
Legion (Boss),8,0,0,1281,256,0,162,0,22,49,546,546,180,180,19,0,11,21,9,9,0,0,9: Death,155,356,354,108,130,Hell Gaze: 15,Deathtouch: 15,Tetrakarn: 70,None: 0,None: 0,Mamudoon: 25,Hell Gaze: 35,Deathtouch: 40,None: 0,None: 0,Mamudoon: 50,Hell Gaze: 25,Deathtouch: 25,None: 0,None: 0,,,,,,,,,,,,,0b10011011,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
